filename,competitors_new,competitors_ciks_new,competitors_old,competitors_ciks_old
CIK1003022_10K_20020401.txt,"Atmel Corporation|C-Cube|Cirrus Logic (Crystal Semiconductor)|Divio|ESS|ESS Technology, Inc.|Fujitsu|LSI Logic|LuxSonor|Matsushita|Motorola|National Semiconductor|STMicroelectronics|Sony|Sunplus|Winbond|Yamaha",872448|1102056|772406|-1|907410|907410|39341|-1|-1|-1|68505|70530|932787|313838|-1|-1|-1,Atmel|C-Cube|Cirrus Logic (Crystal Semiconductor)|David Sarnoff Research Center|Divio|ESS|Fujitsu|LSI Logic|LuxSonor|Matsushita|Motorola|National Semiconductor|Omnivision|SICAN Microelectronics|STMicroelectronics|Sony|Sunplus|Texas Instruments|Winbond|Yamaha,872448|1102056|772406|-1|-1|907410|39341|-1|-1|-1|68505|70530|1106851|-1|932787|313838|-1|97476|-1|-1
CIK1003022_10K_20030331.txt,ALi Corporation|Atmel|Cirrus Logic|ESS|LSI Logic|Matsushita|MediaTek|National Semiconductor|Omnivision|STMicroelectronics|Sony|Sunplus|Texas Instruments|Winbond,863928|872448|772406|907410|-1|-1|-1|70530|1106851|932787|313838|-1|97476|-1,"ALi Corporation|Atmel Corporation|Cirrus Logic (Crystal Semiconductor)|Divio|ESS Technology, Inc.|LSI Logic|Matsushita|MediaTek Inc.|Motorola|National Semiconductor|Omnivision Technologies, Inc.|STMicroelectronics|Sony|Sunplus Technology|Texas Instruments|Winbond|Yamaha",863928|872448|772406|-1|907410|-1|-1|-1|68505|70530|1106851|932787|313838|-1|97476|-1|-1
CIK1003022_10K_20040315.txt,ALi Corporation|Atmel|Cheertek|Cirrus Logic|Divio|ESS|Fujitsu|LSI Logic|Matsushita|MediaTek|Microsoft|Motorola|National Semiconductor|Omnivision|STMicroelectronics|Sony|Sunplus|Texas Instruments|Yamaha,863928|872448|-1|772406|-1|907410|39341|-1|-1|-1|789019|68505|70530|1106851|932787|313838|-1|97476|-1,"ALi Corporation|ATI Technologies|Adobe Systems|Agilent|Atmel|Broadcom|Cheertek|Cirrus Logic|Conexant|Divio|ESS|Electronics for Imaging, Inc.|Fujitsu|IBM|LSI Logic|Matsushita|MediaTek|Motorola|National Semiconductor|Oasis Semiconductor|Omnivision|Peerless Systems|STMicroelectronics|Sony|Sunplus|TAK ASIC|Texas Instruments|Yamaha",863928|1065331|-1|1090872|872448|1730168|-1|772406|1069353|-1|907410|867374|39341|353524|-1|-1|-1|68505|70530|1156934|1106851|897893|932787|313838|-1|-1|97476|-1
CIK1003022_10K_20050331.txt,ALi Corporation|Cheertek|Cirrus Logic|ESS|LSI Logic|Matsushita|MediaTek|STMicroelectronics|Sony|Sunplus|Texas Instruments,863928|-1|772406|907410|-1|-1|-1|932787|313838|-1|97476,"ALi Corporation|ATI Technologies|Adobe Systems|Agilent|Broadcom|Cheertek|Cirrus Logic|Conexant|ESS|Electronics for Imaging, Inc.|Genesis Microchip|Global Graphics|IBM|LSI Logic|Matsushita|MediaTek|Oasis Semiconductor|Peerless Systems|STMicroelectronics|Sony|Sunplus|TAK Imaging|Texas Instruments|Trident Microsystems",863928|1065331|-1|1090872|1730168|-1|772406|1069353|907410|867374|1161396|-1|353524|-1|-1|-1|1156934|897893|932787|313838|-1|-1|97476|859475
CIK1003022_10K_20060314.txt,ALi Corporation|Broadcom|Cheertek|Cirrus Logic|ESS|LSI Logic|Matsushita|MediaTek|NEC|STMicroelectronics|SigmaDesigns|Sony|Sunplus|Texas Instruments,863928|1730168|-1|772406|907410|-1|-1|-1|72127|932787|-1|313838|-1|97476,"ALi Corporation|ATI Technologies|Broadcom|Cheertek|Cirrus Logic|Conexant|ESS|Fujitsu|Genesis Microchip|Haier|IBM|LSI Logic|Matsushita|MediaTek|Motorola|NEC|Peerless Systems|Philips|STMicroelectronics|SigmaDesigns|Sigmatel, Inc.|Sony|Sunplus|TAK Imaging|Texas Instruments|Yamaha",863928|1065331|1730168|-1|772406|1069353|907410|39341|1161396|-1|353524|-1|-1|-1|68505|72127|897893|205778|932787|-1|1043639|313838|-1|-1|97476|-1
CIK1003022_10K_20070420.txt,Cheertek|ESS|LSI Logic|Magnum Semiconductor|Matsushita|MediaTek|Renesas Technology|Samsung|Sunplus|Texas Instruments,-1|907410|-1|-1|-1|-1|-1|-1|-1|97476,ALi Corporation|Advanced Micro Devices|Broadcom|Cheertek|Cirrus Logic (Crystal Semiconductor)|ESS|Freescale Semiconductor|Fujitsu|Genesis Microchip|Global Graphics|LSI Logic|M-Star|Magnum Semiconductor|Marvell Semiconductor|Matsushita|MediaTek|NEC|Peerless Systems|Pixelworks|Renesas Technology|STMicroelectronics|Samsung|Sigmatel Inc|Sunplus|TAK Imaging|Texas Instruments|Trident Microsystems|Yamaha,863928|2488|1730168|-1|772406|907410|1272547|39341|1161396|-1|-1|-1|-1|-1|-1|-1|72127|897893|1040161|-1|932787|-1|1043639|-1|-1|97476|859475|-1
CIK1003022_10K_20080229.txt,ALi Corporation|Applied Micro Devices|Broadcom|Cheertek|ESS Technology Inc.|Fujitsu|Global Graphics|LSI Corporation|M-Star|Magnum Semiconductor|Marvell Semiconductor|Matsushita|MediaTek|NEC|Peerless Systems|Pixelworks|Renesas Technology|ST Microelectronics|Samsung|Sigmatel Inc.|Sunplus|Trident Microsystems|Zoran,863928|-1|1730168|-1|907410|39341|-1|703360|-1|-1|-1|-1|-1|72127|897893|1040161|-1|-1|-1|1043639|-1|859475|1003022,ALi Corporation|Applied Micro Devices|Broadcom|Cheertek|Cirrus Logic (Crystal Semiconductor)|ESS Technology Inc.|Freescale Semiconductor|Fujitsu|Global Graphics|LSI Corporation|M-Star|Magnum Semiconductor|Marvell Semiconductor|Matsushita|MediaTek|NEC|Novatech|Peerless Systems|Pixelworks|Renesas Technology|STMicroelectronics|Samsung|Sigmatel Inc.|Sunplus|Texas Instruments|Trident Microsystems|Yamaha,863928|-1|1730168|-1|772406|907410|1272547|39341|-1|703360|-1|-1|-1|-1|-1|72127|-1|897893|1040161|-1|932787|-1|1043639|-1|97476|859475|-1
CIK1003022_10K_20090226.txt,"AMD|Adobe|Ambarella|Broadcom Corp.|CoreLogic|Fujitsu|M-Star|MediaTek Inc.|Micronas|MtekVision Co. Ltd.|NXP|Novatech|ST Microelectronics|Sunplus Technology Co. Ltd.|Telechips Inc.|Texas Instruments, Inc.|Trident Microsystems, Inc.|nVidia",2488|796343|1280263|1730168|36047|39341|-1|-1|-1|-1|1413447|-1|-1|-1|873979|97476|859475|-1,"AMD|Adobe|Ambarella|Broadcom Corp.|Conexant Systems, Inc.|CoreLogic|Fujitsu|Global Graphics|M-Star|Marvell Semiconductor, Inc.|MediaTek Inc.|Micronas|MtekVision Co. Ltd.|NXP|Novatech|ST Microelectronics|Sunplus Technology Co. Ltd.|Telechips Inc.|Texas Instruments, Inc.|Trident Microsystems, Inc.|nVidia",2488|796343|1280263|1730168|1069353|36047|39341|-1|-1|-1|-1|-1|-1|1413447|-1|-1|-1|873979|97476|859475|-1
CIK1003022_10K_20100301.txt,"Adobe|Ambarella|Broadcom Corp.|Conexant Systems, Inc.|CoreLogic|Fujitsu|Global Graphics|M-Star|Marvell Semiconductor, Inc.|MediaTek Inc.|MtekVision Co.Ltd.|Novatech|ST Microelectronics|Sunplus|Sunplus Technology Co. Ltd.|Telechips Inc.|Texas Instruments, Inc.|Trident|Trident Microsystems, Inc.|nVidia",796343|1280263|1730168|1069353|36047|39341|-1|-1|-1|-1|-1|-1|-1|-1|-1|873979|97476|1005128|859475|-1,"Adobe|Ambarella|Broadcom Corp.|Conexant Systems, Inc.|CoreLogic|Fujitsu|Global Graphics|M-Star|Marvell Semiconductor, Inc.|MediaTek Inc.|MtekVision Co.Ltd.|Novatech|ST Microelectronics|Sunplus Technology Co. Ltd.|Telechips Inc.|Texas Instruments, Inc.|Trident|nVidia",796343|1280263|1730168|1069353|36047|39341|-1|-1|-1|-1|-1|-1|-1|-1|873979|97476|1005128|-1
CIK1003022_10K_20110307.txt,"Adobe|Alps|Altobeam|Ambarella|Anadigics|Broadcom Corp.|Conexant Systems, Inc.|CoreLogic|Entropic|Fujitsu|Global Graphics|Guoxin|HDIC|Konka|LG|Legend Silicon|M-Star|Marvell Semiconductor, Inc.|MaxScend|Maxlinear|MediaTek Inc.|Mediatek/MTK|Monotype, Inc.|MorningStar/Mstar|MtekVision Co.Ltd.|NXP Semiconductors|Novatech|NuTune|Panasonic|Renesas|SONY|ST Microelectronics|STMicroelectronics|Samsung Electro-Mechanics|Sanyo|Sharp|Silicon Labs|Sony|Sunplus|Sunplus Technology Co. Ltd.|Telechips Inc.|Texas Instruments, Inc.|Toshiba|Trident|Trident Microsystems, Inc.|nVidia",796343|883168|-1|1280263|940332|1730168|1069353|36047|1227930|39341|-1|-1|701645|-1|857471|-1|-1|-1|-1|1288469|-1|-1|1385292|-1|-1|1413447|-1|-1|63271|-1|313838|-1|932787|-1|203097|800840|1038074|313838|-1|-1|873979|97476|98573|1005128|859475|-1,"Adobe|Alps|Altobeam|Ambarella|Anadigics|Broadcom Corp.|Conexant Systems, Inc.|Entropic|Fujitsu|Global Graphics|Guoxin|HDIC|Konka|LG|Legend Silicon|M-Star|Marvell Semiconductor, Inc.|MaxScend|Maxlinear|MediaTek Inc.|Mediatek/MTK|Monotype, Inc.|MorningStar/Mstar|NXP Semiconductors|Novatech|NuTune|Panasonic|Renesas|SONY|ST Microelectronics|STMicroelectronics|Samsung Electro-Mechanics|Sanyo|Sharp|Silicon Labs|Sony|Sunplus Technology Co. Ltd.|Texas Instruments, Inc.|Toshiba|Trident|Xceive|Xuguang",796343|883168|-1|1280263|940332|1730168|1069353|1227930|39341|-1|-1|701645|-1|857471|-1|-1|-1|-1|1288469|-1|-1|1385292|-1|1413447|-1|-1|63271|-1|313838|-1|932787|-1|203097|800840|1038074|313838|-1|97476|98573|1005128|-1|-1
CIK1003214_10K_20030327.txt,AV Science|Analog Devices|Broadcom|Chaparral|Focus Enhancements|Genesis|Genesis Microchip|Hitachi|Infortrend|Intel|Matsushita|Mediamatics|Micronas Semiconductor|Mylex|National Semiconductor|Oplus|Philips|Pixelworks|Sony|Texas Instruments|Thomson|Toshiba|Trident,-1|6281|1730168|1346980|884719|1236736|1161396|47710|-1|50863|-1|-1|-1|731619|70530|-1|205778|1040161|313838|97476|-1|98573|1005128,APT|ATI|AV Science|Agilent|Analog Devices|Broadcom|Chaparral|Chrontel|Focus Enhancements|Genesis Microchip|Highpoint|Hitachi|Infortrend|Intel|LSI Logic|Marvell|Matrox|Matsushita|Mediamatics|Micronas Semiconductor|Mindspeed|Mylex|National Semiconductor|Oplus|PMC-Sierra|Philips Semiconductor|Pixelworks|Promise|QLogic|SIS|ST Microelectronics|Serverworks|Smart ASIC|Sony|TI|Texas Instruments|Thine|Thomson|Toshiba|Trident|VIA|Vitesse|nVidia,1543739|929245|-1|1090872|6281|1730168|1346980|-1|884719|1161396|1725526|47710|-1|50863|-1|1058057|-1|-1|-1|-1|1224370|731619|70530|-1|767920|-1|1040161|-1|918386|719113|-1|-1|-1|313838|98596|97476|-1|-1|98573|1005128|1003929|880446|-1
CIK1003214_10K_20040315.txt,ATI|AV Science|Analog Devices|Broadcom|Chaparral|Focus Enhancements|Genesis Microchip|Hitachi|Infortrend|Intel|MRT|Matsushita|Mylex|National Semiconductor|Philips|Sony|Texas Instruments|Thomson|Toshiba|nVidia,929245|-1|6281|1730168|1346980|884719|1161396|47710|-1|50863|1019072|-1|731619|70530|205778|313838|97476|-1|98573|-1,APT|ATI Technologies|AV Science|Agilent|Analog Devices|Broadcom|Chaparral|Chrontel|Connexant|Focus Enhancements|Genesis Microchip|Highpoint|Hitachi|Infortrend|Intel|LSI Logic|MRT|Macronix|Marvell|Matsushita|Mediamatics|Micronas Semiconductor|Mindspeed|Mylex|National Semiconductor|Oplus|PMC-Sierra|Philips Semiconductor|Pixelworks|Promise|QLogic|SIS|ST Microelectronics|Serverworks|Smart ASIC|Sony|Texas Instruments|Thine|Thomson|Toshiba|Trident|Vitesse|nVidia,1543739|1065331|-1|1090872|6281|1730168|1346980|-1|-1|884719|1161396|1725526|47710|-1|50863|-1|1019072|1009680|1058057|-1|-1|-1|1224370|731619|70530|-1|767920|-1|1040161|-1|918386|719113|-1|-1|-1|313838|97476|-1|-1|98573|1005128|880446|-1
CIK1003214_10K_20050316.txt,APT|ATI|Adaptec|Analog Devices|Genesis|Genesis Microchip|Highpoint|Hitachi|IQStor|Intel|LSI Logic|MRT|MStar|Marvell Technology|Matsushita|MediaTek|Philips|Pixelworks|Promise|Promise Technology|ServerWorks|Silicon Integrated Systems|Sony|Texas Instruments|Thine Electronics|Thomson|Toshiba|Trident|VIA Technologies|Vitesse|Xyratex,1543739|929245|-1|6281|1236736|1161396|1725526|47710|-1|50863|-1|1019072|-1|1058057|-1|-1|205778|1040161|-1|-1|-1|-1|313838|97476|-1|-1|98573|1005128|-1|880446|1284823,APT|ATI Technologies|AV Science|Adaptec|Agilent Technologies|Analog Devices|Broadcom|Chrontel|Connexant|Focus Enhancements|Genesis Microchip|Highpoint|Hitachi|IQStor|Intel|LSI Logic|MRT|Macronix|Marvell Technology|Matsushita|Mediamatics|Micronas Semiconductor|Mindspeed Technologies|National Semiconductor|Oplus|PMC-Sierra|Philips Semiconductor|Pixelworks|Promise Technology|QLogic|SIS|ST Microelectronics|Serverworks|Silicon Integrated Systems|Smart ASIC|Sony|Texas Instruments|Thine Electronics|Thomson|Toshiba|Trident|VIA Technologies|Vitesse|Xyratex|Zoran|nVidia,1543739|1065331|-1|-1|1090872|6281|1730168|-1|-1|884719|1161396|1725526|47710|-1|50863|-1|1019072|1009680|1058057|-1|-1|-1|1224370|70530|-1|767920|-1|1040161|-1|918386|719113|-1|-1|-1|-1|313838|97476|-1|-1|98573|1005128|-1|880446|1284823|1003022|-1
CIK1003214_10K_20060316.txt,Analog Devices|Chrontel|Explore Technologies|Genesis Microchip|Hitachi|Intel|MRT|Matsushita|National Semiconductor|Philips|Sony|Texas Instruments|Thine Electronics|Thomson|Toshiba|nVidia,6281|-1|-1|1161396|47710|50863|1019072|-1|70530|205778|313838|97476|-1|-1|98573|-1,ATI Technologies|AV Science|Agilent Technologies|Analog Devices|Broadcom|Chrontel|Conexant|Explore Technologies|Focus Enhancements|Genesis Microchip|Hitachi|J-Micron|LSI Logic|MRT|Macronix|Marvell Technology|Matsushita|Mediamatics|Micronas Semiconductor|Mindspeed Technologies|National Semiconductor|Oplus|PMC-Sierra|Philips Semiconductor|Pixelworks|Promise Technology|QLogic|SIS|ST Microelectronics|Serverworks|Silicon Integrated Systems|Smart ASIC|Sony|Texas Instruments|Thine|Thine Electronics|Thomson|Toshiba|VIA Technologies|Vitesse|nVidia,1065331|-1|1090872|6281|1730168|-1|1069353|-1|884719|1161396|47710|-1|-1|1019072|1009680|1058057|-1|-1|-1|1224370|70530|-1|767920|-1|1040161|-1|918386|719113|-1|-1|-1|-1|313838|97476|-1|-1|-1|98573|-1|880446|-1
CIK1003214_10K_20070301.txt,Analog Devices|Hitachi|Intel|Matsushita|National Semiconductor|Philips|Sony|Texas Instruments|Thomson|Toshiba,6281|47710|50863|-1|70530|205778|313838|97476|-1|98573,APT|ATI|AV Science|Analog Devices|Analogix Semiconductor|Atmel|Broadcom|Chrontel|Conexant|Focus Enhancements|Genesis|Hitachi|Intel|J-Micron|LSI Logic|MRT|Marvell Technology|Matsushita|Mediamatics|Micronas Semiconductor|Mstar|National Semiconductor|Oplus|Philips|Philips Semiconductor|Pixelworks|Promise Technology|SIS|ST Microelectronics|ServerWorks|Silicon Integrated Systems|Smart ASIC|Sony|Texas Instruments|Thine|Thomson|Toshiba|Trident|VIA Technologies|Vitesse|nVidia,1543739|929245|-1|6281|-1|872448|1730168|-1|1069353|884719|1236736|47710|50863|-1|-1|1019072|1058057|-1|-1|-1|-1|70530|-1|205778|-1|1040161|-1|719113|-1|-1|-1|-1|313838|97476|-1|-1|98573|1005128|-1|880446|-1
CIK1003214_10K_20080227.txt,AMD|Atmel|Genesis|Intel|J-Micron|LSI Logic|Marvell Technology|Promise Technology|SIS|ST Microelectronics|Silicon Integrated Systems|Smart ASIC|Texas Instruments|Thine|VIA Technologies|nVidia,2488|872448|1236736|50863|-1|-1|1058057|-1|719113|-1|-1|-1|97476|-1|-1|-1,APT|Analog Devices|Analogix|Atmel|Broadcom|Chrontel|Conexant|Genesis|Hitachi|Intel|J-Micron|MRT|Marvell Technology|Matsushita|National Semiconductor|Philips|Pixelworks|Promise Technology|SIS|ST Microelectronics|Silicon Integrated Systems|Smart ASIC|Sony|Texas Instruments|Thine|Thomson|Toshiba|VIA Technologies|nVidia,1543739|6281|-1|872448|1730168|-1|1069353|1236736|47710|50863|-1|1019072|1058057|-1|70530|205778|1040161|-1|719113|-1|-1|-1|313838|97476|-1|-1|98573|-1|-1
CIK1003214_10K_20090213.txt,AMD|Analog Devices|Apple|Atmel|Broadcom|Conexant|Dell|Hitachi|Intel|J-Micron|Marvell Technology|Matsushita|Mstar|NXP|National Semiconductor|Promise Technology|SIS|ST Micro|ST Microelectronics|Silicon Integrated Systems|Smart ASIC|Sony|Texas Instruments|Thine|Thomson|Toshiba|VIA Technologies|nVidia,2488|6281|320193|872448|1730168|1069353|1571996|47710|50863|-1|1058057|-1|-1|1413447|70530|-1|719113|-1|-1|-1|-1|313838|97476|-1|-1|98573|-1|-1,AMD|Analog Devices|Analogix|Apple|Atmel|Broadcom|Chrontel|Conexant|Dell|Hitachi|Intel|J-Micron|LSI Logic|MRT|Marvell Technology|Matsushita|Mstar|NXP|National Semiconductor|Pixelworks|Promise Technology|SIS|ST Micro|ST Microelectronics|Silicon Integrated Systems|Smart ASIC|Sony|Texas Instruments|Thine|Thomson|Toshiba|VIA Technologies|nVidia,2488|6281|-1|320193|872448|1730168|-1|1069353|1571996|47710|50863|-1|-1|1019072|1058057|-1|-1|1413447|70530|1040161|-1|719113|-1|-1|-1|-1|313838|97476|-1|-1|98573|-1|-1
CIK1003214_10K_20100216.txt,AMD|Analog Devices|Analogix|Apple|Atmel|Broadcom|Dell|Intel|J-Micron|LSI Logic|Marvell Technology|Mstar|NXP|Panasonic|Pixelworks|Promise Technology|SIS|ST|STMicroelectronics|Silicon Integrated Systems|Sony|Texas Instruments|Toshiba|Trident|VIA Technologies|nVidia,2488|6281|-1|320193|872448|1730168|1571996|50863|-1|-1|1058057|-1|1413447|63271|1040161|-1|719113|934596|932787|-1|313838|97476|98573|1005128|-1|-1,AMD|Analog Devices|Analogix|Apple|Atmel|Broadcom|Dell|Intel|J-Micron|Marvell Technology|Mstar|NXP|National Semiconductor|Panasonic|Pixelworks|Promise Technology|SIS|ST|STMicroelectronics|Silicon Integrated Systems|Sony|Texas Instruments|Toshiba|Trident|VIA Technologies|nVidia,2488|6281|-1|320193|872448|1730168|1571996|50863|-1|1058057|-1|1413447|70530|63271|1040161|-1|719113|934596|932787|-1|313838|97476|98573|1005128|-1|-1
