cik,sic,conm
1053307,6035,LEEDS FEDERAL BANKSHARES INC
1053352,6020,HERITAGE COMMERCE CORP
1053355,7373,COBALT NETWORKS INC
1053361,3510,CATALYTICA ENERGY SYS INC
1053369,2834,ELITE PHARMACEUTICALS INC
1053374,7370,IPASS INC
1053507,6798,AMERICAN TOWER CORP
1053532,6798,LASALLE HOTEL PROPERTIES
1053584,6020,MACATAWA BANK CORP
1053650,2070,OMEGA PROTEIN CORP
1053676,3651,COSTAR TECHNOLOGIES INC
1053691,2836,DIFFUSION PHARMACEUTICALS
1053706,8111,CRA INTERNATIONAL INC
1053811,2911,HUNTWAY REFINING CO
1053949,2750,CUNNINGHAM GRAPHICS INTL INC
1053988,6726,BLACKROCK MUNIHLD NJ QLTY FD
1054000,4955,ATG INC
1054056,4813,NETIA S.A
1054070,3577,INPLAY TECHNOLOGIES INC
1054102,8071,INTERPACE BIOSCIENCES INC
1054131,3661,TURNSTONE SYSTEMS INC
1054183,4813,GLOBAL LT TELECOMMUNICATIONS
1054290,4813,US LEC CORP
1054298,7370,ASK JEEVES INC
1054303,6211,DIRECT MARKETS HOLDINGS CORP
1054337,6798,AMRESCO CAPITAL TRUST
1054374,3674,BROADCOM CORP
1054396,2836,CLINICHEM DEVELOPMENT INC
1054422,1400,U S AGGREGATES INC
1054487,4813,ROSTELECOM PJSC
1054538,6020,GLB BANCORP INC
1054579,5735,HASTINGS ENTERTAINMENT INC
1054588,7830,LOEWS CINEPLEX ENTMT CORP
1054636,6794,U S FRANCHISE SYS INC  -CL A
1054709,5065,MAXUS TECHNOLOGY CORP
1054721,5045,BSQUARE CORP
1054748,4813,URSUS TELECOM CORP
1054833,6324,COVENTRY HEALTH CARE INC
1054836,7373,FUNDTECH LTD
1054853,8200,PROVANT INC
1054905,2810,INNOSPEC INC
1054930,6099,INTERCEPT INC
1055160,6798,MFA FINANCIAL INC
1055231,5080,TRISTAR AEROSPACE CO
1055246,7372,UNIGRAPHICS SOLUTIONS INC
1055286,6162,ROCK FINANCIAL CORP/MI
1055355,3845,SONOSITE INC
1055454,5961,SCHOOL SPECIALTY INC
1055455,4700,NAVIGANT INTERNATIONAL INC
1055458,7373,AZTEC TECHNOLOGY PRTNRS INC
1055564,5110,WORKFLOW MANAGEMENT INC
1055684,6172,UNICAPITAL CORP
1055726,2836,INOVIO PHARMACEUTICALS INC
1055870,6035,BLUE RIVER BANCSHARES INC
1056084,7370,THOMSON REUTERS PLC
1056086,1000,DESERT SUN MINING CORP
1056087,2711,MCCLATCHY CO  -CL A
1056093,3060,INDUSTRIAL RUBBER PRODS INC
1056218,6798,CENTRACORE PPTYS TRUST
1056255,4924,BERKSHIRE ENERGY RESOURCES
1056285,5700,KIRKLAND'S INC
1056286,5080,AMER AIRCARRIERS SUPPORT INC
1056288,6282,FEDERATED HERMES INC
1056294,7372,BRIO SOFTWARE INC
1056312,2030,VLASIC FOODS INTERNATIONAL
1056326,5961,GENESIS DIRECT INC
1056358,2834,MANNATECH INC
1056386,7374,INTERNAP CORP
1056421,3845,RITA MEDICAL SYSTEMS INC
1056512,1040,PACIFIC RIM MINING CORP
1056562,7500,UNITED ROAD SERVICES INC
1056696,7373,MANHATTAN ASSOCIATES INC
1056794,3661,AVANEX CORP
1056811,6035,FIRST KANSAS FINANCIAL CORP
1056874,3080,JACUZZI BRANDS INC
1056880,6798,CLARION COML HOLDINGS INC
1056903,4941,AMERICAN STATES WATER CO
1056910,2836,TRANSGENE
1056923,7373,DATALINK CORP
1056943,6020,PEOPLES FINANCIAL SERVICES
1057007,6036,HUDSON RIVER BANCORP INC
1057047,7359,INDIGO AVIATION AB  -ADR
1057060,5500,MARINEMAX INC
1057083,3663,PCTEL INC
1057145,6552,GOLDEN CYCLE CORP
1057187,8700,CALIBER LEARNING NETWORK INC
1057207,3578,IVI CHECKMATE CORP
1057217,8731,ICORIA INC
1057232,7372,INTERPLAY ENTERTAINMENT CORP
1057234,7359,UNIVERSAL COMPRESSION HLDGS
1057257,7370,DIGITAL FUSION INC
1057293,3823,TTC TECHNOLOGY CORP
1057334,7370,CYCLELOGIC INC
1057352,7370,COSTAR GROUP INC
1057377,2836,SAMARITAN PHARMACEUTICALS
1057379,8742,HACKETT GROUP INC
1057412,6211,JWGENESIS FINANCIAL CP
1057436,6798,STRATEGIC HOTELS & RESORTS
1057437,6020,FVNB CORP
1057489,4953,EARTHCARE CO
1057507,6531,RESORTQUEST INTL INC
1057570,6035,LIBERTY BANCORP INC/NJ
1057637,6282,CHAPMAN CAP MGMT HLDGS INC
1057672,6035,PBOC HOLDINGS INC
1057689,6798,CAPLEASE INC
1057693,3533,NATCO GROUP INC
1057698,3842,NORDION INC
1057706,6020,FIRST BANCORP P R
1057708,3674,GLOBAL-TECH ADV INNOVATIONS
1057709,7372,CARREKER CORP
1057746,5945,ELECTRONICS BOUTIQUE HLDG CP
1057758,4813,TW TELECOM INC
1057791,1040,BATTLE NORTH GOLD CORP
1057861,6726,BNY MELLON HIGH YILD STRA FD
1057876,1311,FRACMASTER LTD
1057877,4911,IDACORP INC
1057949,700,LANDCARE USA INC
1057997,6794,ARM HOLDINGS PLC
1058027,3571,STEELCLOUD INC
1058033,4512,NORTHWEST AIRLINES CORP
1058090,5812,CHIPOTLE MEXICAN GRILL INC
1058177,7372,LANDACORP INC
1058234,6726,BLACKROCK MUNIHLDGS QLTY FD
1058239,6726,WESTERN ASST HIGH INCM FD II
1058254,1311,PENDARIES PETROLEUM LTD
1058255,2911,TATNEFT PJSC
1058258,2621,ALLIANCE FOREST PRODS INC
1058283,4813,GT GROUP TELECOM INC
1058289,3861,LEXAR MEDIA INC
1058290,7370,COGNIZANT TECH SOLUTIONS
1058299,7372,LIONBRIDGE TECHNOLOGIES INC
1058307,5961,
1058425,7372,SAGENT TECHNOLOGY INC
1058430,5961,BIGSTAR ENTERTAINMENT INC
1058438,6035,CFS BANCORP INC
1058441,7359,RAINBOW RENTALS INC
1058444,7370,SAVVIS INC
1058539,6035,THISTLE GROUP HOLDINGS CO
1058575,6361,CHICAGO TITLE CORP
1058590,2060,BALANCE BAR CO
1058608,1311,GRASSO CORP
1058623,4832,CUMULUS MEDIA INC
1058633,3559,UNION SPECIAL CORP
1058690,6020,WASHINGTON BANKING CO
1058703,4813,ALLEGIANCE TELECOM INC
1058811,7372,IMMERSION CORP
1058828,5093,HYPERTENSION DIAGNOSTICS INC
1058867,6020,GUARANTY BANCSHARES INC
1058959,3577,SMARTDISK CORP
1058986,6798,PINNACLE HOLDINGS INC
1059019,7900,CLEVELAND INDIANS BASEBALL
1059024,5500,MOTORCARS AUTO GROUP INC
1059078,6035,HOMESTEAD BANCORP INC
1059130,4813,FOCAL COMMUNICATIONS CORP
1059131,6035,NASB FINANCIAL INC
1059142,6799,AMERICA FIRST MULTIFAMILY-LP
1059155,7372,GOREMOTE INTERNET COMM INC
1059167,3730,CONRAD INDUSTRIES INC
1059213,6726,DIVIDEND AND INCOME FUND
1059262,7500,SP PLUS CORP
1059272,2330,BEBE STORES INC
1059280,3911,TOPAZ GROUP INC
1059324,1311,PETROHAWK ENERGY CORP
1059341,7011,INTERSTATE HOTELS & RESORTS
1059363,2750,MASTER GRAPHICS INC
1059386,6726,INVESCO SENIOR INCOME TRUST
1059404,3669,PATH 1 NETWORK TECHNOLOGIES
1059421,7373,INTEGRATED INFORMATION SYS
1059556,7323,MOODY'S CORP
1059562,3728,LMI AEROSPACE INC
1059574,2836,COHESION TECHNOLOGIES INC
1059581,2084,GOLDEN STATE VINTNERS INC
1059623,2840,INTL BIOCHEMICAL IND INC
1059677,2990,INDL ENTERPRISES OF AMERICA
1059706,5010,TRANSPORTATION COMPONENT INC
1059760,7011,BRISTOL HOTEL & RESORT INC
1059763,3949,ADAMS GOLF INC
1059784,2836,GENEREX BIOTECHNOLOGY CORP
1059786,6794,MIPS TECHNOLOGIES INC
1059969,7900,HENLEY  -LP
1059976,7372,NEXT GENERATION TECH HLDGS
1060009,8051,KINDRED HEALTHCARE INC
1060024,2000,AURORA FOODS INC
1060219,6020,SALISBURY BANCORP INC
1060232,5661,COLLECTIVE BRANDS INC
1060233,7370,INTL INTEGRATION INC
1060311,7372,SHOWCASE CORP
1060326,7372,INTERWORLD CORP
1060329,2836,COLLATERAL THERAPEUTICS INC
1060349,6282,GAMCO INVESTORS INC
1060383,6513,AMERICA FIRST REIT PRTNER LP
1060390,9995,TWEETER HOME ENTMT GROUP INC
1060391,4953,REPUBLIC SERVICES INC
1060392,6726,MANAGED HIGH YIELD PLUS FUND
1060426,2834,AOXING PHARMACEUTICAL CO INC
1060439,7370,OVERTURE SERVICES INC
1060444,3579,GLOBAL ELECTION SYSTEMS INC
1060490,4899,BROADWING CORP
1060514,3555,ITEK CORP
1060523,6020,CARDINAL FINANCIAL CORP
1060531,5961,BEYOND.COM CORP
1060558,6020,MAIN STREET BANCORP
1060595,7373,TROY GROUP INC
1060607,8051,METROCARE INC
1060736,2836,SEAGEN INC
1060744,6798,HORIZON GROUP PROPERTIES INC
1060749,6211,KNIGHT CAPITAL GROUP INC
1060753,2650,JPS PACKAGING CO
1060770,6035,SUPERIOR FINANCIAL CORP DE
1060801,7370,CRITICAL PATH INC
1060822,2300,CARTER'S INC
1060824,2800,COSINE COMMUNICATIONS INC
1060939,6035,FIRST FEDERAL BANC SOUTHWEST
1060955,8731,ICON PLC
1060964,4812,TIM HELLAS TELECOMM SA
1060990,1311,QUICKSILVER RESOURCES INC
1061027,2836,
1061068,6020,G B & T BANCSHARES INC
1061069,4955,AVALON HOLDINGS CORP
1061117,5500,HOMETOWN AUTO RETAILERS
1061202,4700,CLASSIC VACATION GROUP INC
1061219,1311,ENTERPRISE PRODCT PARTNRS LP
1061236,7370,BROADCAST.COM INC
1061322,4813,GLOBAL CROSSING LTD
1061353,6726,CREDIT SUISSE HI YIELD BD FD
1061384,3663,INTERACTIVE PICTURES CORP
1061393,4931,CH ENERGY GROUP INC
1061399,7373,FUTURELINK CORP
1061554,3577,MAX INTERNET COMM INC
1061566,7370,EARTHLINK NETWORK INC
1061571,4412,OMI CORP
1061574,7373,CGI INC
1061580,6020,UCBH HOLDINGS INC
1061583,4813,VERADO HOLDINGS INC
1061630,6798,BLACKSTONE MORTGAGE TR INC
1061646,7372,BINDVIEW DEVELOPMENT CORP
1061672,3533,KENAI CORP
1061692,6036,SEACOAST FINANCIAL SERVICES
1061762,7373,TOWNE SERVICES INC
1061763,2731,HUNGRY MINDS INC
1061786,3669,DCH TECHNOLOGY INC
1061823,6172,SOUTHWEST LEASING CORP
1061857,1600,RAILWORKS CORP
1061859,4213,OVERNITE CORP
1061894,2300,GILDAN ACTIVEWEAR INC
1061895,4813,ITXC CORP
1061915,7370,IENTERTAINMENT NETWORK INC
1061983,2834,CYTOKINETICS INC
1062003,3560,GARLOCK INC
1062019,7372,WATCHGUARD TECHNOLOGIES INC
1062047,7389,CONVERGYS CORP
1062066,3743,ALSTOM SA
1062184,5141,MARKETING SPECIALISTS CORP
1062195,7370,24/7 REAL MEDIA INC
1062216,2834,MEMORY PHARMA CORP
1062231,3714,AMERICAN AXLE & MFG HOLDINGS
1062292,7370,XO GROUP INC
1062379,4931,KEYSPAN CORP
1062438,6035,PULASKI FINANCIAL CORP
1062441,2721,PENTON MEDIA INC
1062447,7372,MARNETICS BROADBAND TECH LTD
1062449,5812,BUFFALO WILD WINGS INC
1062478,7372,ACTUATE CORP
1062502,6726,DEBT STRATEGIES FD III INC
1062515,7350,NATIONSRENT INC
1062530,5045,DIGITAL RIVER INC
1062579,7370,AMDOCS
1062606,7372,KNOVA SOFTWARE INC
1062613,4813,FAIRPOINT COMMUNICATIONS INC
1062621,7372,SOFTWORKS INC
1062774,8351,LPA HOLDING CORP
1062777,7370,GEOCITIES INC
1062780,6324,COBALT CORP
1062781,9995,ULTRAPETROL BAHAMAS LTD
1062814,2800,RHODIA
1062822,2835,LEXICON PHARMACEUTICALS INC
1062978,6726,BROOKFIELD HIGH INCOME FUND
1063085,3829,CATAPULT COMMUNICATIONS CORP
1063167,6411,INSURANCE MGMT SOLUTIONS GRP
1063180,3825,CAMBRIAN SYSTEMS INC
1063193,7370,FLASHNET COMMUNICATIONS INC
1063199,3674,V3 SEMICONDUCTOR INC
1063251,3663,CURTIS INTERNATIONAL LTD
1063254,7373,S1 CORP
1063257,6035,INNES STREET FINANCIAL CORP
1063259,1090,DENISON MINES CORP
1063344,6798,HERSHA HOSPITALITY TRUST
1063393,6798,GREAT LAKES REIT INC
1063438,6035,WEST ESSEX BANCORP
1063494,6211,KBW INC
1063527,3825,AUGUST TECHNOLOGY CORP
1063531,6726,MUNIHOLDINGS NY INSD FD II
1063537,2040,RICEBRAN TECHNOLOGIES
1063561,8011,PROSPECT MEDICAL HLDGS INC
1063564,1311,PRIZE ENERGY CORP
1063662,3674,SAGE INC
1063703,3721,AVIATION GENERAL INC
1063744,7370,INFORMATION HOLDINGS INC
1063761,6798,SIMON PROPERTY GROUP INC
1063880,4813,CAPROCK COMMUNICATIONS CORP
1063918,6036,CNY FINANCIAL CORP
1063921,7370,PILOT NETWORK SERVICES INC
1063980,6411,CLARK INC
1063997,6035,HARRINGTON WEST FINL GROUP
1064015,6159,AMERITRANS CAPITAL CORP
1064060,7372,RETALIX LTD
1064063,6351,MIIX GROUP INC
1064122,6311,SCOTTISH RE GROUP LTD
1064123,4812,ICO GLOBAL COMM HOLDINGS
1064236,6035,SOUND FEDERAL BANCORP
1064287,3571,CONTINENTAL HEALTHCARE SYS
1064411,3721,EVIATION AIRCRAFT LTD
1064531,7370,EQUANT NV
1064535,5812,TUMBLEWEED INC
1064648,7370,LOUDEYE CORP
1064710,5990,UBID INC
1064728,1220,PEABODY ENERGY CORP
1064863,6324,AMERIGROUP CORP
1064974,2300,CLUETT PEABODY & CO
1065002,6020,RESOURCE BANKSHARES CORP
1065013,5735,EMUSIC.COM INC
1065034,7372,MAGMA DESIGN AUTOMATION INC
1065049,4812,LEAP WIRELESS INTL INC
1065059,2810,CENTRUS ENERGY CORP
1065078,6794,NETWORK-1 TECHNOLOGIES INC
1065087,2833,ALBANY MOLECULAR RESH INC
1065088,5961,EBAY INC
1065120,7372,ARCHITEL SYSTEMS CORP
1065152,7372,AREMISSOFT CORP/DE
1065246,3674,HI/FN INC
1065253,2721,EASYRIDERS INC
1065280,7841,NETFLIX INC
1065298,6020,SUPERIOR BANCORP
1065304,6020,HERITAGE BANCORP INC/VA
1065331,3674,ATI TECHNOLOGIES INC
1065332,7370,NIC INC
1065351,7372,INET TECHNOLOGIES INC
1065506,2050,MONTANA MILLS BREAD CO
1065591,7370,EVCI CAREER COLLEGES HLDG CP
1065633,4813,NETWORK PLUS CORP
1065645,6798,AMERICAN COMMUNITY PPTYS TR
1065696,5010,LKQ CORP
1065728,5500,ABLE ENERGY INC
1065736,4953,WASTE SERVICES INC
1065748,7370,CAREERBUILDER INC
1065823,6035,FIRST NILES FINANCIAL INC
1065837,3140,SKECHERS U S A INC
1065857,7372,EXCHANGE APPLICATIONS INC
1065860,8711,LIME ENERGY CO
1065869,7370,RHYTHMS NETCONNECTIONS INC
1065910,7372,INTERLIANT INC
1065932,4210,LANDAIR CORP
1065984,7370,HEADHUNTER.NET INC
1066010,5961,FATBRAIN.COM INC
1066026,7372,CONCUR TECHNOLOGIES INC
1066042,3585,DECTRON INTERNATIONALE INC
1066104,8742,CEB INC
1066107,4922,EL PASO CORP
1066119,4813,TELEFONICA BRASIL SA
1066134,9995,CORINTHIAN COLLEGES INC
1066138,7011,LODGIAN INC
1066194,7372,EGAIN CORP
1066197,7371,APPNET INC
1066254,6020,ECB BANCORP INC
1066284,2834,CELL PATHWAYS INC
1066287,4400,NCL HOLDING ASA
1066605,7361,HEIDRICK & STRUGGLES INTL
1066684,9995,THEGLOBE.COM INC
1066806,2911,CONOCO INC
1066808,6020,ADMIRALTY BANCORP INC
1066833,2834,DOV PHARMACEUTICAL INC
1066923,6159,FUTURE FINTECH GROUP INC
1066930,4813,TELE2 NETHERLANDS HOLDING NV
1066989,3320,NORTH AMERICAN ROYALTIES
1067056,7370,DICE INC
1067077,6020,FIRST NATIONAL BANCSHARES
1067092,6020,BANK ONE CORP
1067206,6020,UNITED FINANCIAL HOLDINGS
1067294,5812,CRACKER BARREL OLD CTRY STOR
1067318,3711,DAIMLER AG
1067386,2836,CAMBRIDGE ANTIBODY TECH GRP
1067419,6798,MISSION WEST PROPERTIES INC
1067462,6531,INSIGNIA FINANCIAL GROUP INC
1067489,6020,LAMAR CAPITAL CORP
1067491,7371,INFOSYS LTD
1067588,3829,ACLARA BIOSCIENCES INC
1067606,1700,ANTHONY & SYLVAN POOLS CORP
1067701,7350,UNITED RENTALS INC
1067797,7372,PRIMUS KNOWLEDGE SOLUTIONS
1067822,4813,SPLITROCK SERVICES INC
1067837,4832,AUDACY INC
1067983,9997,BERKSHIRE HATHAWAY
1068002,4833,FOX ENTERTAINMENT GROUP INC
1068044,2911,PENNZOIL-QUAKER STATE CO
1068049,3678,INSILCO HOLDING CO
1068084,2721,PRIVATE MEDIA GROUP INC
1068132,6162,VESTIN GROUP INC
1068144,6282,NEUBERGER BERMAN INC
1068169,7372,DIGITAL LAVA INC
1068234,6726,BLACKROCK HIGH YIELD TRUST
1068279,6726,MUNIHOLDINGS NJ INSD FD II
1068292,7373,CLARENT CORP
1068300,6020,METROCORP BANCSHARES INC
1068609,6726,MUNIHOLDINGS CAL INSD FD III
1068676,2300,LONDON FOG INDUSTRIES
1068717,3490,RTI INTL METALS INC
1068726,7370,PCORDER.COM INC
1068796,2836,MAXYGEN INC
1068843,6361,ANFI INC
1068848,2711,PULITZER INC
1068851,6020,PROSPERITY BANCSHARES INC
1068875,6211,BLUCORA INC
1068885,3674,NETSILICON INC
1068887,7389,ACCREDO HEALTH INC
1068891,8734,U S LABORATORIES INC
1068897,6726,FOXBY CORP
1068912,6035,FIRST PLACE FINANCIAL CP/DE
1068963,6726,WESTERN ASSET CORP LOAN FD
1069157,6020,EAST WEST BANCORP INC
1069183,3480,AXON ENTERPRISE INC
1069201,7389,CROSS MEDIA MARKETING CORP
1069202,3585,LENNOX INTERNATIONAL INC
1069249,3910,HOUSE OF TAYLOR JEWELRY INC
1069258,7370,KRATOS DEFENSE & SECURITY
1069308,2834,ACER THERAPEUTICS INC
1069336,4813,SWISSCOM AG
1069353,3674,CONEXANT SYSTEMS INC
1069394,2810,FLEXIBLE SOLUTIONS INTL INC
1069469,7372,GOLDLEAF FINANCIAL SOLUTIONS
1069502,5961,VARSITY GROUP INC
1069530,2834,CASSAVA SCIENCES INC
1069533,4924,RGC RESOURCES INC
1069546,6513,MERRY LAND PROPERTIES INC
1069602,4841,CLASSIC COMMUNICATIONS INC
1069665,5940,BARNESANDNOBLE.COM INC
1069669,6035,VIRGINIA CAP BANCSHARES INC
1069822,6311,MONY GROUP INC
1069845,1311,PENNACO ENERGY INC
1069878,2400,TREX CO INC
1069899,2833,PHIBRO ANIMAL HEALTH CORP
1069996,6331,FEDNAT HOLDING COMPANY
1070042,8200,ARGOSY ED GROUP INC
1070045,5172,CHINA INTEGRATED ENERGY INC
1070050,7389,
1070052,7370,PROXICOM INC
1070081,2836,PTC THERAPEUTICS INC
1070154,6020,STERLING BANCORP
1070235,7372,BLACKBERRY LTD
1070259,6035,LINCOLN BANCORP/IN
1070296,6020,FIRST CAPITAL INC
1070304,6172,ORIX CORP
1070321,6036,COHOES BANCORP INC
1070336,2836,ACHILLION PHARMACEUTICALS
1070361,7372,ARTIFICIAL LIFE INC
1070380,7370,SABA SOFTWARE INC
1070394,7372,IXOS SOFTWARE AG
1070412,1311,CNX RESOURCES CORPORATION
1070423,5171,PLAINS ALL AMER PIPELNE  -LP
1070494,2836,ACADIA PHARMACEUTICALS INC
1070517,6020,LONG ISLAND FINANCIAL CORP
1070518,4832,INFINITY BROADCASTING CORP
1070523,6020,COMMUNITY SHORES BANK CORP
1070524,6035,GREENE COUNTY BANCORP INC
1070534,2834,NEXTERA ENTERPRISES INC
1070602,3821,CARESIDE INC
1070630,8711,THINKPATH INC
1070680,6020,CF BANKSHARES INC
1070698,2834,RAPTOR PHARMACEUTICAL CORP
1070699,9995,UAGH INC
1070732,6726,EATON VANCE SR INCOME TR
1070750,6798,HOST HOTELS & RESORTS INC
1070763,7370,LGS GROUP INC
1070778,4841,UNITED PAN-EUROPE COMMNS NV
1070794,7990,CAESARS ENTERTAINMENT -OLD
1070985,6512,CORECIVIC INC
1071058,7372,ABSOLUTE SOFTWARE CORP
1071105,7373,MTI SYSTEMS CORP
1071119,3555,EVERCEL INC
1071236,6020,RED RIVER BANCSHARES INC
1071240,3679,DATAPOWER INC
1071255,7990,GOLDEN ENTERTAINMENT INC
1071264,6020,JACKSONVILLE BANCORP INC/FL
1071321,4812,TURKCELL ILETISIM HIZMET
1071341,6282,EDELMAN FINANCIAL GROUP INC
1071342,7370,NETSOLVE INC
1071346,6036,SOUTH JERSEY FINL CORP INC
1071486,7370,BROKAT TECHNOLOGIES AG
1071522,7310,GENESISINTERMEDIA INC
1071598,4813,PAC-WEST TELECOMM INC
1071620,6211,SOUNDVIEW TECHNOLOGY GRP INC
1071625,5961,DOVER SADDLERY INC
1071645,4813,WORLD ACCESS INC
1071672,4813,OTE - HELLENIC TELECOM ORG
1071739,6324,CENTENE CORP
1071775,4731,PACIFIC CMA INC
1071806,7310,AQUANTIVE INC
1071876,7372,TERAGLOBAL COMMUNICATIONS CO
1071899,6726,BLACKROCK MUNIHLDGS QLTY II
1071923,7370,INFOSEEK CORP
1071941,8082,ARCADIA RESOURCES INC
1071992,6020,CAPITAL BANK CORP/NC
1071993,1311,CONTANGO OIL & GAS CO
1072034,6211,INCAM AG  -ADR
1072048,4899,SPECTRASITE INC
1072245,6211,VAN DER MOOLEN NV
1072313,4822,MULTI LINK TELECOM
1072343,2800,ARCH CHEMICALS INC
1072369,2750,IMAGEX INC
1072379,2836,NORTHWEST BIOTHERAPEUTICS
1072397,5110,BUNZL PLC
1072471,5912,PROVANTAGE HEALTH SVCS INC
1072483,2670,SAPPI LTD
1072546,3841,PHARMANETICS INC
1072587,3841,PROTO MED INC
1072627,6331,KINGSWAY FINANCIAL SVCS INC
1072670,2111,IMPERIAL BRANDS PLC
1072685,6035,SKIBO FINANCIAL CORP
1072688,6020,WESTERN SIERRA BANCORP
1072725,1040,GOLD RESERVE INC
1072765,8000,INTERDENT INC
1072815,6331,MEEMIC HOLDINGS INC
1072847,6020,TOWER FINANCIAL CORP
1072881,4899,DAVEL COMMUNICATIONS INC
1072886,6036,WORONOCO BANCORP INC
1072914,7372,LIFEF/X INC
1072978,7372,NEON SYSTEMS INC
1073085,6512,PACIFIC GATEWAY PPTYS INC/MD
1073146,1311,AMERICAN INTERNATIONAL INDS
1073208,6798,FBR ASSET INVT CORP
1073292,7372,MOMENTUM BUSINESS APPS INC
1073349,7370,BOTTOMLINE TECHNOLOGIES INC
1073429,3270,U S CONCRETE INC
1073431,2836,LIFE TECHNOLOGIES CORP
1073475,6020,CITIZENS FIRST CORP
1073508,8600,STUDENT ADVANTAGE INC
1073588,3089,NORWESCO INC
1073695,3841,THERASENSE INC
1073794,7370,DRKOOP.COM INC
1073912,6726,MUNIHOLDINGS CAL INSD FD IV
1073913,6726,MUNIHOLDINGS FLA INSD FD IV
1073915,6726,MUNIHOLDINGS MICH INSD FUND
1073965,2836,ACAMBIS PLC
1073967,7372,SERENA SOFTWARE INC
1073973,6798,PROPERTY CAPITAL TRUST INC
1074011,6020,VALLEY NATIONAL CORP ARIZONA
1074078,6020,1ST STATE BANCORP INC
1074245,7370,PACIFIC INTERNET LTD
1074369,6020,COMMUNITY CAPITAL BANCSHARES
1074530,3942,BOYDS COLLECTION LTD
1074536,6726,MUNIHOLDINGS N J INSD FD III
1074537,6726,MUNIHOLDINGS PENN INS FD
1074540,6726,EATON VANCE MUNI INCOME TR
1074543,6020,FIRST BANCORP INDIANA INC
1074676,5961,ROWECOM INC
1074681,6159,RAMPART CAPITAL CORP
1074684,6726,EATON VANCE NATL MUNI INC
1074685,6726,EATON VANCE NY MUNI INC TR
1074686,6726,EATON VANCE OH MUNI INC TR
1074687,6726,EATON VANCE PA MUNI INC TR
1074688,6726,EATON VANCE MI MUNI INC TR
1074690,6726,EATON VANCE MA MUNI INC TR
1074691,6726,EATON VANCE NJ MUNI INC TR
1074692,6726,EATON VANCE CA MUNI INC TR
1074767,7370,IVILLAGE INC
1074769,6726,NUVEEN NY QUAL MUN INCM FD
1074771,8062,TRIAD HOSPITALS INC
1074828,3845,KNOW LABS INC
1074871,3841,
1074874,3842,DIOMED HOLDINGS INC
1074902,6020,LCNB CORP
1074908,5099,VALLEY MEDIA INC
1074909,5099,FAB UNIVERSAL CORP
1074927,7370,LOG ON AMERICA INC
1074952,6726,NUVEEN CA QLTY MU INCM FD
1074972,6020,CCBT FINANCIAL COMPANIES INC
1075046,6035,TROY FINANCIAL CORP
1075056,7372,VASTERA INC
1075066,2452,MODTECH HOLDINGS INC
1075088,7370,RAZORFISH INC
1075124,7370,THOMSON-REUTERS CORP
1075244,7370,HIGH SPEED ACCESS CORP
1075314,7370,ABOUT.COM INC
1075316,7372,WEBTRENDS CORP
1075343,6351,NCRIC GROUP INC
1075348,6035,FIRST FED BANKSHARES INC
1075415,6798,DIVERSIFIED HEALTHCARE TRUST
1075530,7370,ONEMAIN.COM INC
1075531,4700,BOOKING HOLDINGS INC
1075607,6799,TC PIPELINES LP
1075656,3577,IGO INC
1075658,7389,STORAGENETWORKS INC
1075706,6020,CITIZENS HOLDING CO
1075710,7373,CERTICOM CORP
1075736,7370,CREXENDO INC
1075880,2834,
1076016,7372,BROADBASE SOFTWARE
1076034,1311,ADOBE OIL & GAS CORP
1076055,5961,MOTHERNATURE.COM INC
1076167,2834,ADOLOR CORP
1076195,7997,LIFE TIME FITNESS INC
1076328,6036,FINANCIAL CORP OF AMERICA
1076378,3241,CEMEX SAB DE CV
1076394,6020,CENTRAL BANCORP INC/MA
1076405,2086,PEPSI BOTTLING GROUP INC
1076411,4700,CHEAP TICKETS INC
1076481,8071,SEQUENOM INC
1076503,3540,METALS TECHNOLOGY INTL INC
1076582,7370,LAUNCH MEDIA INC
1076641,7372,NIKU CORP
1076643,7373,BREAKAWAY SOLUTIONS INC
1076682,2836,POLARITYTE INC
1076732,7372,USINTERNETWORKING INC
1076770,7372,CDC CORP
1076930,3679,NOVANTA INC
1076939,2834,SKYSTAR BIO-PHARMACEUTICAL
1077009,7370,AUTOWEB.COM INC
1077183,8071,NEOGENOMICS INC
1077301,7370,N2H2 INC
1077324,4512,JET AMERICA AIRLINES INC
1077370,7370,PRISM TECHNOLOGIES GROUP INC
1077428,6020,TEXAS CAPITAL BANCSHARES INC
1077501,1311,WORLDWIDE ENERGY CORP
1077522,6726,TEMPLETON VIETNAM SE ASIA FD
1077552,2810,GENTEK INC
1077618,6512,OPTIBASE LTD
1077630,6020,LAFAYETTE AMERN BANK & TRUST
1077634,7389,IA GLOBAL INC
1077638,3812,SENSE TECHNOLOGIES INC
1077688,2510,HOOKER FURNITURE CORP
1077814,7372,BLUE MARTINI SOFTWARE INC
1077926,7389,AUDIBLE INC
1077945,4841,PRIMACOM AG
1078006,4220,ALFORD REFRIGERATED WHSES
1078073,7370,MP3.COM INC
1078075,7373,NETSCOUT SYSTEMS INC
1078099,7370,MEET GROUP INC (THE)
1078203,3490,STAMFORD INDUSTRIAL GROUP
1078207,3949,NAUTILUS INC
1078259,100,SEMINIS INC
1078261,3572,DIGITAL DATACOM INC
1078271,3576,EXTREME NETWORKS INC
1078276,4841,MIH LTD
1078284,7370,MAPQUEST.COM INC
1078292,7370,FLYCAST COMMUNICATIONS CORP
